Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,Presidential_VoteShare_Dem2016,Presidential_VoteShare_GOP2016,DW-Nominate_1,DW-Nominate_2,TBIP_Floor_Speeches,Present_Cong115,Progressive_Caucus_Cong115,NewDems_Caucus_Cong115,BlueDog_Caucus_Cong115,ProblemSolvers_Caucus_Cong115,RSC_Caucus_Cong115,Freedom_Caucus_Cong115,GOP_Leadership_Cong115,DEM_Leadership_Cong115,CommitteeChair_Cong115,TopCommittee_Cong115,Present_Cong116,Progressive_Caucus_Cong116,NewDems_Caucus_Cong116,BlueDog_Caucus_Cong116,ProblemSolvers_Caucus_Cong116,RSC_Caucus_Cong116,Freedom_Caucus_Cong116,GOP_Leadership_Cong116,DEM_Leadership_Cong116,CommitteeChair_Cong116,TopCommittee_Cong116,House_Election_Candidate_Vote_Share_2016,House_Election_Candidate_Vote_Share_2018
L000590,Susie Lee,F,Democrat,1966,1,NV-03,46.5,47.5,-0.29,0.358,-0.20147079,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,51.89294400492018
H001083,Kendra Horn,F,Democrat,1976,1,OK-05,39.8,53.2,-0.183,0.524,0.02577325,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,50.6984432541011
D000630,Antonio Delgado (New York),M,Democrat,1977,1,NY-19,44.0,50.8,-0.183,0.117,-0.02372971,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,47.07937191391248
L000592,Andy Levin,M,Democrat,1960,1,MI-09,51.5,43.7,-0.439,-0.522,-0.28839418,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,59.67041301799628
C001123,Gil Cisneros,M,Democrat,1972,1,CA-39,51.5,42.9,-0.384,0.588,-0.25071704,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,51.55712315819193
M001203,Tom Malinowski,M,Democrat,1965,1,NJ-07,48.6,47.5,-0.252,0.018,-0.12545654,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,51.73946991714744
G000592,Jared Golden,M,Democrat,1982,1,ME-02,41.1,51.4,-0.178,0.564,-0.107574984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,49.48306684057703
S001212,Pete Stauber,M,Republican,1966,1,MN-08,38.6,54.2,0.292,0.214,0.24439885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,50.71878451104512
B001306,Troy Balderson,M,Republican,1962,2,OH-12,41.9,53.2,0.449,0.54,0.18580133,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,50.12828115175913,51.42061835754448
B001309,Tim Burchett,M,Republican,1964,1,TN-02,29.7,65.1,0.72,-0.219,0.3363686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,65.94184653650423
L000593,Mike Levin,M,Democrat,1978,1,CA-49,50.7,43.2,-0.399,0.105,-0.26148894,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,56.41900823645053
N000191,Joe Neguse,M,Democrat,1984,1,CO-02,56.2,34.9,-0.428,-0.551,-0.1143526,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,60.28786802101186
C001124,TJ Cox,M,Democrat,1963,1,CA-21,55.2,39.7,-0.323,0.379,-0.14696003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,50.37934797915786
G000591,Michael Guest,M,Republican,1970,1,MS-03,36.8,61.3,0.47,0.25,0.37414655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,62.30161969285306
H001087,Katie Hill,F,Democrat,1987,1,CA-25,50.3,43.6,-0.306,0.114,-0.07162904,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,54.366138550824004
R000616,Harley Rouda,M,Democrat,1961,1,CA-48,47.9,46.2,-0.373,0.617,-0.20319365,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,53.55199229140655
A000377,Kelly Armstrong,M,Republican,1976,1,ND-AL,27.7,64.1,0.429,0.128,0.028543398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,60.20178395929487
S001209,Abigail Spanberger,F,Democrat,1979,1,VA-07,44.0,50.5,-0.191,0.505,-0.09843528,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,50.3366180392964
S001208,Elissa Slotkin,F,Democrat,1976,1,MI-08,43.9,50.6,-0.316,0.816,-0.10501915,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,50.60993638628426
C001119,Angie Craig,F,Democrat,1972,1,MN-02,45.3,46.5,-0.301,0.695,0.010065381,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,52.655280973346585
C001118,Ben Cline,M,Republican,1972,1,VA-06,34.9,59.7,0.724,-0.236,0.19264837,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,59.691090600866445
F000469,Russ Fulcher,M,Republican,1973,1,ID-01,25.4,63.7,0.623,0.139,0.36143315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,62.754190351954655
R000611,Denver Riggleman,M,Republican,1970,1,VA-05,42.3,53.4,0.484,-0.059,0.16552359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,53.17631848092472
P000617,Ayanna Pressley,F,Democrat,1974,1,MA-07,84.1,11.9,-0.292,-0.956,-0.38842154,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,98.25235582616114
H001080,Debra Haaland,F,Democrat,1960,1,NM-01,51.6,35.1,-0.291,-0.329,-0.24942549,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,59.13261251715751
P000618,Katie Porter,F,Democrat,1974,1,CA-45,49.8,44.4,-0.232,0.222,-0.20143005,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,52.05100740609717
S001213,Bryan Steil,M,Republican,1981,1,WI-01,42.3,52.6,0.418,-0.07,0.19635896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,54.55970637870139
T000484,Xochitl Torres Small,F,Democrat,1984,1,NM-02,39.9,50.1,-0.144,0.231,-0.24121688,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,50.93397438471112
H001090,Josh Harder,M,Democrat,1986,1,CA-10,48.5,45.5,-0.381,0.801,-0.0025283145,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,52.25101397025688
E000299,Veronica Escobar,F,Democrat,1969,1,TX-16,67.9,27.2,-0.486,-0.399,-0.3333072,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,68.46451797484512
G000590,Mark Green (Tennessee),M,Republican,1964,1,TN-07,28.2,67.5,0.747,0.193,0.2805498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,66.85601295678974
C001055,Ed Case,M,Democrat,1952,3,HI-01,63.1,30.5,-0.204,-0.14,-0.102540165,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,73.09552632578945
S001211,Greg Stanton,M,Democrat,1970,1,AZ-09,54.7,38.4,-0.307,-0.155,-0.21775079,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,61.08557101571323
M001209,Ben McAdams,M,Democrat,1974,1,UT-04,32.4,39.1,-0.083,0.288,0.11901493,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,50.12199605601791
D000631,Madeleine Dean,F,Democrat,1959,1,PA-04,57.8,38.5,-0.535,-0.009,-0.38979852,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,63.52243754335702
C001120,Daniel Crenshaw,M,Republican,1984,1,TX-02,43.1,52.4,0.379,0.381,-0.006446874,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,52.844429595431905
L000591,Elaine Luria,F,Democrat,1975,1,VA-02,45.4,48.8,-0.164,0.33,0.006868703,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,51.05010972933432
F000468,Lizzie Pannill Fletcher,F,Democrat,1975,1,TX-07,48.5,47.1,-0.41,0.819,-0.021997929,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,52.528109490519334
G000586,Jesus Garcia,M,Democrat,1956,1,IL-04,82.1,13.2,-0.533,-0.451,-0.41482028,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,86.5851530486374
R000614,Chip Roy,M,Republican,1972,1,TX-21,42.5,52.5,0.8,-0.6,0.21127176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,50.23910049573409
H001085,Chrissy Houlahan,F,Democrat,1967,1,PA-06,52.6,43.3,-0.316,0.596,-0.11941914,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,58.87591608465749
S001215,Haley Stevens,F,Democrat,1983,1,MI-11,45.3,49.7,-0.325,0.411,-0.083011046,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,51.841402560836244
R000612,John Rose (Tennessee),M,Republican,1965,1,TN-06,23.7,72.6,0.703,0.134,0.27235752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,69.47414971456138
S001214,Greg Steube,M,Republican,1978,1,FL-17,35.0,62.2,0.657,-0.31,0.11888278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,62.25879170423805
K000368,Ann Kirkpatrick,F,Democrat,1950,4,AZ-02,49.6,44.7,-0.161,-0.007,-0.34510562,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,,54.73360711468901
A000376,Colin Allred,M,Democrat,1983,1,TX-32,48.5,46.6,-0.42,0.593,-0.136936,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,52.27015456062695
O000172,Alexandria Ocasio-Cortez,F,Democrat,1989,1,NY-14,77.7,19.8,-0.242,-0.97,-0.3284932,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,78.12668196368375
O000173,Ilhan Omar,F,Democrat,1981,1,MN-05,73.7,18.5,-0.299,-0.954,-0.40299675,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,77.96614612154077
G000589,Lance Gooden,M,Republican,1982,1,TX-05,34.3,62.7,0.73,0.119,0.2071941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,62.34493358217148
H001088,Jim Hagedorn,M,Republican,1962,1,MN-01,38.4,53.3,0.439,0.489,0.29662162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,50.126688175655985
R000613,Max Rose,M,Democrat,1986,1,NY-11,43.8,53.6,-0.162,0.089,-0.20873062,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,50.3972982677067
F000467,Abby Finkenauer,F,Democrat,1988,1,IA-01,45.2,48.7,-0.25,0.483,0.045155473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,50.96352055241247
R000610,Guy Reschenthaler,M,Republican,1983,1,PA-14,33.9,62.9,0.346,0.409,0.1524263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,57.90534622107811
D000629,Sharice Davids,F,Democrat,1980,1,KS-03,47.2,46.0,-0.229,0.21,-0.17960444,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,53.571305148271605
W000824,Steve Watkins,M,Republican,1976,1,KS-02,37.4,55.8,0.56,0.055,0.1975285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,47.640240585141754
T000480,William Timmons,M,Republican,1984,1,SC-04,34.5,60.2,0.593,0.253,0.25240976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,59.56999385119902
